ID_investigadores,nombrecompleto,carrera_rec,categoria_grado,institucion_estudio,institucion_estudio_rec,pais_rec,especializacion,ofos1_rec,ambito_trabajo,institucion_trabaja,institucion_trabaja_rec,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
55452369000,Carolina Morales,"Ingeniero Civil,Ingeniero Forestal,Máster en Ingeniería Agrícola, mención en Recursos Hídricos","1,1,3","Universidad Autónoma de Chile,Universidad de Talca,Universidad de Concepción","97,174,127","ch,ch,ch","Civil Engineering,Forestry and Wood Industry,Cultivation of Land, Horticulture","3,1,1",1,Universidad de Talca,174,Investigador Asociado,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,6,6,19,4.64,4
55452784000,Carlos Vallejos Carrera,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,4,4,25,4.5,1
55454169300,Francisco Balocchi,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,6,6,30,7.9,1
55454216700,Roberto Fuentes Lagos,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador,Natural Disasters Footprint,#s.i.,Talca,5,7,4,4,25,4.5,1
55519846100,Sebastián Cisternas,"Máster en Geomática,Ingeniero Civil en Informática","3,1",Universidad de Santiago de Chile,#N/A,ch,"Geodesy, Surveying,Computer Sciences","3,4",1,Centro de Estudios Científicos,823729,Asistente de investigación,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,2,2,13,3.57,
55543104100,Octavio Rojas Vilches,"Profesor en Historia y Geografía,Doctor en Ciencias Ambientales","1,4",Universidad de Concepción,#N/A,ch,"History, Archaeology,Environmental Engineering","6,3",1,Universidad de Concepción,127,Investigador ,Centro de Ciencias Ambientales EULA-Chile,Unidad de Planificación Territorial y Sistemas Urbanos,Concepción,7,8,1,1,0,0.24,4
55601794900,Mauricio Zambrano Bigiarini,"Ingeniero Civil,Doctor en Ingeniería Ambiental ","1,4","Universidad de Concepción,Universidad de Trento","127,177","ch,ita","Civil Engineering,Environmental Engineering","3,3",1,Universidad de La Frontera,146,Profesor Titular,Facultad de Ingeniería y Ciencias,Departamento de Ingeniería Civil,Temuco,13,9,4,3,73,10.13,4
55605895900,Jorge Rojas Hernández,"Sociólogo,Doctor en Sociología y Filosofía","1,4","Universidad de Hannover,Universidad de Hannover","142,142","al,al","Sociology,Sociology","2,2",1,Universidad de Concepción,127,Investigador Asociado,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,1,1,0,0.28,2
55630059700,Richard Leboeuf,"Máster en Admininistración de Empresas,Ingeniero Eléctrico,Ingeniero Mecánico,Doctor en Ingeniería Mecánica","3,1,1,4","University of Maryland,New York University,New York University,New York University","269,58,58,58","usa,usa,usa,usa","Economics,Electrical Engineering, Electronics, Information Engineering,Mechanical Engineering,Mechanical Engineering","2,3,3,3",1,Universidad de Los Andes,151,Académico ,Facultad de Ingeniería,#s.i.,Santiago,1,14,2,0,0,3.93,
55659922800,Sandra Cortés Arancibia,"Máster en Ciencias Biológicas, mención Ciencias Ambientales,Médico Veterinario,Doctor en Salud Pública","3,1,4","Universidad de Chile,Universidad de Chile,Universidad de Chile","125,125,125","ch,ch,ch","Biology,Veterinary Medicine,Political Science","4,1,2",1,Pontificia Universidad Católica de Chile,67,Instructor Adjunto,Facultad de Medicina,Departamento de Salud Pública,Santiago,1,14,2,0,49,7.72,
55662508800,Rodrigo Fuster Gómez,"Máster en Ciencia y Tecnología Ambiental,Ingeniero Agrónomo,Doctor en Ciencia y Tecnologías Ambientales","3,1,4","Universidad Autónoma de Barcelona,Universidad de Chile,Universidad Autónoma de Barcelona","96,125,96","es,ch,es","Environmental Engineering,Cultivation of Land, Horticulture,Environmental Engineering","3,1,3",1,Universidad de Chile,125,Profesor Asistente,Facultad de Agronomía,Departamento de Ciencias Ambientales y Recursos Naturales Renovables,Santiago,1,14,2,1,3,1.88,4
55667104800,Katherine Lizama Allende,"Máster en Ciencias de la Ingeniería,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Monash University","67,67,56","ch,ch,aus","--,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Chile,125,Profesor asistente,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,7,4,109,15.33,3
55789695800,Daniel Mora Melia,"Licenciado en Ingeniería Química,Doctor en Hidráulica Ambiental","1,4","Universidad Politécnica de Valencia,Universidad Politécnica de Valencia","228,228","es,es","Chemical Process Engineering,Civil Engineering","3,3",1,Universidad de Talca,174,Profesor Asistente,Facultad de Ingeniería,Escuela de Ingeniería en Construcción,Curicó,15,7,7,0,36,4.7,
55793416500,Eric Sproles,"Máster en Geografía,Licenciado en Artes,Doctor en Hidrología y Ciencias de los Recursos Hídricos","3,1,4","University of Oregon,Florida State University,Oregon State University","281,33,63","usa,usa,usa","Human Geography, Regional Geography, Regional Planning,Arts,Hydrology","2,6,4",1,Centro de Estudios Avanzados en Zonas Áridas,823728,Investigador Asociado,#s.i.,#s.i.,La Serena,4,4,5,4,6,13.58,3
55799699100,Eduardo Salgado Varas,"Máster en Suelos y Aguas,Ingeniero Agrónomo,Doctor en Filosofía en Ingeniería Agrícola","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Oregon State University","67,67,63","ch,ch,usa","Forestry and Wood Industry,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1,1",1,Pontificia Universidad Católica de Valparaíso,69,"Profesor, Investigador",Escuela de Agronomía,#s.i.,Valparaíso,6,5,3,3,15,4.55,1
55840246700,Mauricio Vera,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador (becado),Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,3,3,14,5.03,3
55889906400,Rodrigo Abarca Del Río,"Máster en Electrónica, Electrotecnia, Diseño y Control,Licenciado en Ciencias Físicas,Doctor en Clima y Geofísica","3,1,4","Universidad Toulouse III,Universidad Toulouse III,Centro Nacional de Estudios Espaciales","242,242,12","fr,fr,fr","Electrical Engineering, Electronics, Information Engineering,Physics, Astronomy,Physics, Astronomy","3,4,4",1,Universidad de Concepción,127,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Concepción,7,8,5,4,113,8.46,1
55918046800,Catalina Plaza de Los Reyes,"Químico Marino,Doctor en Ciencias Ambientales","1,4","Universidad Católica de la Santísima Concepción,Universidad de Concepción","103,127","ch,ch","Chemistry,Environmental Engineering","4,3",1,Universidad de Concepción,127,Investigador,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,5,4,6,5.18,3
55949206400,Alberto Araneda Castillo,Doctor en Ciencias Ambientales,4,Universidad de Concepción,127,ch,Environmental Engineering,3,1,Universidad de Concepción,127,Investigador,Centro de Ciencias Ambientales EULA-Chile,Departamento de Sistemas Acuáticos,Concepción,7,8,5,5,19,8.6,4
55969963000,Yarko Niño Campos,"Máster en Ciencias, mención Ingeniería,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","University of Illinois at Urbana-Champaign,Universidad de Chile,University of Illinois at Urbana-Champaign","261,125,261","usa,ch,usa","Civil Engineering,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Chile,125,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,8,6,36,13.59,4
56055936800,Pablo Álvarez Latorre,"Diplomado en Hidrología,Ingeniero Agrónomo,Doctor en Planificación, Desarrollo y Medio Ambiente","2,1,4","Czech University of Agriculture,Universidad de Chile,Universidad de Orleáns","18,125,160","rc,ch,fr","Hydrology,Cultivation of Land, Horticulture,Environmental Engineering","4,1,3",1,Universidad de La Serena,148,Académico,Escuela de Agronomía,Departamento de Agronomía,La Serena,4,4,2,2,7,2.78,4
56058914100,Emilio De la Jara,"Ingeniero Civil Agrícola, mención Recursos Hídricos en la Agricultura,Doctor en Ingeniería Civil Agrícola, mención Recursos Hídricos en la Agricultura","3,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Los Andes,151,#s.i.,Facultad de Ingeniería y Ciencias Aplicadas,#s.i.,Santiago,1,14,2,0,0,3.93,
56081126000,Danny Carvajal López,"Doctor en Biología y Ecología Aplicada,Magister en Ciencias Biológicas, mención Ecología de zonas áridas","4,3","Universidad de La Serena,Universidad de La Serena","148,148","ch,ch","Biology,Biology","4,4",1,Universidad de La Serena,148,Estudiante de doctorado,Facultad de Ciencias,Departamento de Biología,La Serena,4,4,1,1,6,1.11,4
56126420200,Luis Gurovich Rosenberg,"Ingeniero Agrónomo,Bachiller en Biología,Doctor en Fisico-Química de los suelos","1,1,4","Pontificia Universidad Católica de Chile,Universidad de Chile,Instituto Tecnológico de Israel","67,125,43","ch,ch,isr","Cultivation of Land, Horticulture,Biology,Chemistry","1,4,4",1,Pontificia Universidad Católica de Chile,67,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Escuela de Agronomía,Santiago,1,14,6,3,18,4.62,4
56144715400,Rodrigo Valdés Pineda,"Ingeniero Forestal,Máster en Hidrología y Recursos Hídricos","1,3","Universidad de Talca,University of Arizona","174,247","ch,usa","Forestry and Wood Industry,Hydrology","1,4",1,Universidad de Talca,174,Director,Facultad de Ciencias Agrarias,Escuela de Agronomía,Talca,5,7,9,9,40,16.39,1
56144722400,Félix Pérez,Ingeniero Civil en Hidrología y aguas subterráneas,1,Universidad de Chile,125,ch,Hydrology,4,2,Hídrica Consultores,823734,Director Ejecutivo,#s.i.,#s.i.,Santiago,1,14,1,1,11,3.33,4
56148670500,Koen Verbist,"Máster en Bio-ingeniería, mención en Suelos y manejo forestal,Ingeniero Biológico,Doctor en Bioingeniería","3,1,4","Ghent University,University of Antwerp,Ghent University","36,246,36","bel,bel,bel","Forestry and Wood Industry,Biology,Environmental biotechnology","1,4,3",4,"Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura",565,Asistente especializado,Programa Hidrológico Internacional,Comité Chileno ,Santiago,1,14,7,5,56,16.1,1
56149966500,Claudia Sangüesa Pool,"Máster en Ingeniería Agrícola, mención en Recursos Hídricos,Ingeniero Forestal ,Doctor en Ingeniería Agrícola, mención Recursos Hídricos en la Agricultura ","3,1,4","Universidad de Concepción,Universidad de Talca,Universidad de Concepción","127,174,127","ch,ch,ch","Cultivation of Land, Horticulture,Forestry and Wood Industry,Cultivation of Land, Horticulture","1,1,1",1,Universidad de Talca,174,Gerencia Operativa,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,5,5,19,4.47,1
56150126400,Romina Mendoza Mendoza,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador ,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,1,1,0,0.23,4
56152457400,Óscar Melo Contreras,"Máster en Agricultura y Economía de Recursos Naturales,Ingeniero Agrónomo,Doctor en Agricultura y Economía de Recursos Naturales","3,1,4","University of Maryland,Pontificia Universidad Católica de Chile,University of Maryland","269,67,269","usa,ch,usa","Economics,Cultivation of Land, Horticulture,Economics","2,1,2",1,Pontificia Universidad Católica de Chile,67,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Economía Agraria,Santiago,1,14,5,3,11,4.8,4
56194982400,José Francisco Muñoz Pardo,"Diplomado en Estudios Especializados,Ingeniero Civil,Doctor en Ciencias de la Ingeniería","2,1,4","Universidad de Grenoble,Pontificia Universidad Católica de Chile,Universidad de Grenoble","139,67,139","fr,ch,fr","--,Civil Engineering,--",#N/A,1,Pontificia Universidad Católica de Chile,67,Profesor Titular,Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental,Santiago,1,14,2,2,3,3.39,4
56200652700,Adriano Rovira,"Diplomado en Gestión Ambiental del Desarrollo,Licenciado en Geografía,Doctor en Geografía","2,1,4","Centro Internacional de Formación en Ciencias Ambientales,Universidad de Huelva,Universidad de Huelva","11,144,144","es,es,es","Economics,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","2,2,2",1,Universidad Austral de Chile,94,"Profesor, Investigador",Facultad de Ciencias,Instituto de Ciencias Ambientales & Evolutivas,Valdivia,17,10,1,1,0,0.07,3
56200954900,Yerko Castillo Ávalos,"Licenciado en Recursos Naturales Renovables,Máster en Recursos Hídricos","1,3","Universidad de Chile,Universidad Austral de Chile","125,94","ch,ch","Agriculture and Forestry, Fishery not elsewhere classified,Hydrology","1,4",1,Universidad Austral de Chile,94,Investigador adjunto,Centro Transdisciplinario de Estudios Ambientales y Desarrollo Humano Sostenible ,#s.i.,Valdivia,17,10,1,1,0,0.07,4
56228802300,Rodrigo Riquelme Salazar,"Máster en Ciencias, mención Geología,Geólogo,Doctor en Ciencias de la Tierra y Medio Ambiente","3,1,4","Universidad de Chile,Universidad de Chile,Universidad Toulouse III","125,125,242","ch,ch,fr","Geology, Mineralogy,Geology, Mineralogy,Environmental Engineering","4,4,3",1,Universidad Católica del Norte,107,Investigador,Centro de Investigación Tecnológica del Agua en el Desierto,Unidad de Gestión de Cuencas,Antofagasta,10,2,1,1,5,2.37,4
56252675000,Carolina Martínez Reyes,"Máster en Geografía, mención Evaluación de Recursos Naturales,Diplomado en Estudios Avanzados,Geógrafo,Doctor en Geografía, mención Gestión Ambiental, Paisaje y Geografía","3,2,1,4","Universidad de Chile,Universidad de Barcelona,Universidad de Playa Ancha,Universidad de Barcelona","125,119,165,119","ch,es,ch,es","Human Geography, Regional Geography, Regional Planning,--,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning",#N/A,1,Pontificia Universidad Católica de Chile,67,Profesor Titular,"Facultad de Historia, Geografía y Ciencia Política",Instituto de Geografía,Santiago,1,14,2,2,0,0.35,3
56255615400,Jonathan Oberreuter Álvarez,"Ingeniero Civil Acústico,Máster en Acústica y Vibraciones","1,3","Universidad Austral de Chile,Universidad Austral de Chile","94,94","ch,ch","Physics, Astronomy,Physics, Astronomy","4,4",1,Centro de Estudios Científicos,823729,Asistente de investigación,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,3,3,4,10.99,
56273296500,Roberto Urrutia Pérez,"Biólogo,Doctor en Ciencias Ambientales","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Biology,Environmental Engineering","4,3",1,Universidad de Concepción,127,Vicedecano,Facultad de Ciencias Ambientales,#s.i.,Concepción,7,8,16,15,88,29.91,4
56293348800,Felisa Barrera,Ingeniero Civil Ambiental,1,Universidad de La Serena,148,ch,Environmental Engineering,3,2,Earth Science Consultants,823735,Ingeniero de Proyectos,#s.i.,#s.i.,La Serena,4,4,1,1,5,1.9,4
56343347700,Alex Schwarz Kusch,"Máster en Ciencias de la Ingeniería,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Northwestern University","67,67,60","ch,ch,usa","--,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Concepción,127,Profesor asociado,Facultad de Ingeniería,Departamento de Ingeniería Civil,Concepción,7,8,3,3,11,9.67,4
56382128400,Andrés De la Fuente D.,Ingeniero Agrónomo,1,Universidad de Chile,125,ch,"Cultivation of Land, Horticulture",1,1,Universidad de Chile,125,Instructor Adjunto,Facultad de Ciencias Agronómicas,Departamento de Ciencias Ambientales y Recursos Renovables Naturales,Santiago,1,14,1,1,0,1.76,
56382514300,Gloria Lillo,"Ingeniero en Recursos Naturales Renovables,Máster en Ciencias Ambientales, mención Aguas Transnacionales","1,3","Universidad de Chile,Radboud University Nijmegen","125,73","ch,ho","Agriculture and Forestry, Fishery not elsewhere classified,Environmental Engineering","1,3",1,Universidad de Chile,125,Asistente de investigación,Centro de Ciencia del Clima y la Resiliencia,#s.i.,Santiago,1,14,1,1,0,1.76,3
56398618600,Francisco Suárez,"Máster en Ciencias de la Ingeniería,Ingeniero Civil Hidráulico,Doctor en Hidrogeología","3,1,4","Universidad de Chile,Universidad de Chile,University of Nevada, Reno","125,125,276","ch,ch,usa","--,Civil Engineering,Hydrology","3,3,4",1,Pontificia Universidad Católica de Chile,67,"Profesor, Investigador",Escuela de Ingeniería,Ingeniería Hidráulica y Ambiental ,Santiago,1,14,14,14,144,46.62,4
56436934400,Manuel Soto Benavides,Ingeniero Forestal,1,,#N/A,#N/A,Forestry and Wood Industry,1,1,Centro del Agua para Zonas Áridas de América Latina y el Caribe,823730,Encargado Área Técnica,#s.i.,#s.i.,La Serena,4,4,2,2,11,4.34,
56458932600,Ivo Fustos Toribio,"Licenciado en Física,Geofísico,Doctor en Ciencias Geológicas","1,1,4","Universidad de Concepción,Universidad de Concepción,Universidad de Concepción","127,127,127","ch,ch,ch","Physics, Astronomy,Physics, Astronomy,Geology, Mineralogy","4,4,4",1,Universidad de Concepción,127,Profesor,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Concepción,7,8,1,0,0,1.08,
56471620000,Álvaro González Reyes,"Ingeniería en Conservación de Recursos Naturales,Doctor © en Geología","1,4","Universidad Austral de Chile,Universidad de Chile","94,125","ch,ch","Agriculture and Forestry, Fishery not elsewhere classified,Geology, Mineralogy","1,4",1,Universidad de Chile,125,Estudiante de doctorado,Facultad de Ciencias Físicas y Matemáticas,Doctorado en Geología,Santiago,1,14,1,0,0,3.33,
56485555100,Carlos Aguayo,Ingeniero en Acuicultura,1,,#N/A,#N/A,"Agriculture and Forestry, Fishery not elsewhere classified",1,1,Universidad Católica de Temuco,104,Docente,Facultad de Recursos Naturales, Escuela de Ciencias Ambientales,Temuco,13,9,1,1,0,0.55,4
56595135700,Javier Lozano Parra,"Máster en Sistemas de Información Geográficos y Teledetección,Licenciado en Geografía y Ordenamiento Territorial,Doctor en Geografía Física","3,1,4","Universidad de Gerona,Universidad de Extremadura,Universidad de Extremadura","135,132,132","es,es,es","Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","2,2,2",1,Pontificia Universidad Católica de Chile,67,Profesor Titular,"Facultad de Historia, Geografía y Ciencia Política",Instituto de Geografía,Santiago,1,14,3,3,6,10.1,4
56609981700,Francisco Ferrando Acuña,"Geógrafo,Doctor en Geografía y Ordenamiento Territorial","4,1,1,4","Universidad de Zaragoza,Universidad de Chile,Universidad de Chile,Universidad de Zaragoza","183,125,125,183","es,ch,ch,es","Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","2,2,2,2",1,Universidad de Chile,125,Profesor Asociado,Facultad de Arquitectura y Urbanismo,Departamento de Geografía,Santiago,1,14,1,1,3,2.86,4
56629149600,Pablo Osses McIntyre,"Geógrafo,Máster en Economía Agraria","1,3","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile","67,67","ch,ch","Human Geography, Regional Geography, Regional Planning,Economics","2,2",1,Pontificia Universidad Católica de Chile,67,Profesor asistente,"Facultad de Historia, Geografía y Ciencia Política",Instituto de Geografía,Santiago,1,14,1,1,35,2.35,2
56841333600,Melanie Oertel,"Diplomado en Ciencias Sociales,Máster en Ciencias de la Ingeniería de Recursos Hídricos","2,3",#s.i.,#N/A,#N/A,"Sociology,Hydrology","2,4",1,Pontificia Universidad Católica de Chile,67,Investigador asociado,Centro de Cambio Global UC ,#s.i.,Santiago,1,14,2,1,1,0.88,4
56890618900,Luis Morales Salinas,"Máster en Ciencias Físicas,Profesor en Ciencias Naturales y Física,Doctor en Ciencias Ambientales","3,1,4","Universidad Austral de Chile,Pontificia Universidad Católica de Chile,Universidad de Concepción","94,67,127","ch,ch,ch","Physics, Astronomy,Physics, Astronomy,Environmental Engineering","4,4,3",1,Universidad de Chile,125,Profesor Titular,Facultad de Ciencias Agronómicas,Departamento de Ciencias Ambientales y Recursos Naturales Renovables,Santiago,1,14,3,3,22,5.67,1
56906609100,Enrique Álvarez Hernández,"Máster en Ciencias en Ingeniería Hidráulica,Ingeniero Civil Químico,Doctor en Ingeniería Hidráulica","3,1,4","University of Newcastle Upon Tyne,Pontificia Universidad Católica de Chile,University of Newcastle Upon Tyne","279,67,279","uk,ch,uk","Civil Engineering,Chemical Process Engineering,Civil Engineering","3,3,3",1,Universidad Diego Portales,190,"Profesor, Investigador",Facultad de Ingeniería, Escuela de Ingeniería en Obras Civiles,Santiago,1,14,1,0,0,0.28,
57188763528,Víctor Campos Araneda,"Máster en Ciencias, mención en Microbiología,Licenciado en Biología,Doctor en Ciencias Ambientales","3,1,4","Universidad de Concepción,Universidad de Concepción,Universidad de Concepción","127,127,127","ch,ch,ch","Biology,Biology,Environmental Engineering","4,4,3",1,Universidad de Concepción,127,Profesor Asistente,Facultad de Ciencias Biológicas,Departamento de Microbiologia,Concepción,7,8,2,2,7,3.02,4
57188787931,María Molinos Senante,"Máster en Economía Aplicada,Máster en Ingeniería Ambiental,Licenciado en Ciencias Ambientales,Doctor en Desarrollo Local y Territorio","3,3,1,4","Universidad Nacional de Educación a Distancia,Universidad de Valencia,Universidad de Valencia,Universidad de Valencia","217,178,178,178","es,es,es,es","Economics,Environmental Engineering,Environmental Engineering,Human Geography, Regional Geography, Regional Planning","2,3,3,2",1,Pontificia Universidad Católica de Chile,67,Profesor Asistente,Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental ,Santiago,1,14,43,38,608,106.03,4
57190672709,Jorge  Hernández,Ingeniero Geomensor,1,Universidad de Santiago de Chile,170,ch,"Geodesy, Surveying",3,1,Centro de Estudios Científicos,823729,Asistente de investigación,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,1,1,0,1.84,
57191590940,José Vargas Baecheler,"Ingeniero Civil, mención Hidráulica,Doctor en Ciencias Ambientales","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Civil Engineering,Environmental Engineering","3,3",1,Universidad de Concepción,127,Profesor ,Facultad de Ingeniería,Departamento de Ingeniería Civil,Concepción,7,8,1,1,0,0.23,4
57192123165,Brian Townley,"Máster en Ciencias, mención Geología,Geólogo,Doctor en Ciencias, mención Geología","3,1,4","Universidad de Chile,Universidad de Chile,Queen’s University Kingston","125,125,70","ch,ch,ca","Geology, Mineralogy,Geology, Mineralogy,Geology, Mineralogy","4,4,4",1,Universidad de Chile,125,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geología,Santiago,1,14,1,0,3,2.47,