id,Año,región,region_rec,Línea presupuestaria,Tipo de Entidad receptora,Tipo de institución,Nombre entidad receptora (ejecutora),id_instituciones,Ejecución (miles de $ de cada año),RH
1568,2014,Arica y Parinacota,15,INIA-Transferencia Plataforma Zonif Agrometerológica Cultivos Riego AyP                                                                                                                                                                                   ,AGENCIA,Organismo público,Instituto de Investigaciones Agropecuarias (INIA),70989,103932,si
1579,2014,Valparaíso,5,INIA-Transferencia Tecnológica Optimización Hídrica Producción Paltos (30155322-0)                                                                                                                                                                        ,AGENCIA,Organismo público,Instituto de Investigaciones Agropecuarias (INIA),70989,112726,si
1631,2016,Maule,7,Instituto de Investigaciones Agropecuarias (INIA)-Reducción de Pérdidas de Agua  en Canales de Riego Vía Polímeros,AGENCIA,Organismo público,Instituto de Investigaciones Agropecuarias (INIA),70989,60548,si
1637,2015,Maule,7,Instituto de Investigaciones Agropecuarias (INIA)-Reducción de Pérdidas de Agua  en Canales de Riego Vía Polímeros                                                                                                                                        ,AGENCIA,Organismo público,Instituto de Investigaciones Agropecuarias (INIA),70989,39892,si
1642,2011,Aysén,12,"Investigación Capital Humano CIEP Sistema Hídrico y Campos de Hielo, 2011-2012",UNIVERSIDAD,Institución de Educación superior,Universidad Austral de Chile,94,30833,si
1658,2012,Aysén,12,"Investigación Capital Humano CIEP Sistema Hídrico y Campos de Hielo, 2011-2012",UNIVERSIDAD,Institución de Educación superior,Universidad Austral de Chile,94,54335,si
1659,2011,Arica y Parinacota,15,"Mejoramiento y Protección de Recursos Hídricos en el Valle del Río Lluta, 2011-2012",UNIVERSIDAD,Institución de Educación superior,Pontificia Universidad Católica de Chile,67,49900,si
1661,2016,Coquimbo,4,"PONTIFICIA U. CATÓLICA DE CHILE - Análisis Gestión Predial de Recursos Hídricos, Calidad de Suelo (30404141-0).",UNIVERSIDAD,Institución de Educación superior,Pontificia Universidad Católica de Chile,67,86541,si
1662,2015,Coquimbo,4,"PONTIFICIA U. CATÓLICA DE CHILE - Análisis Gestión Predial de Recursos Hídricos, Calidad de Suelo (30404141-0).                                                                                                                                           ",UNIVERSIDAD,Institución de Educación superior,Pontificia Universidad Católica de Chile,67,43270,si
1664,2016,Valparaíso,5,Pontificia Universidad Católica de Chile-Plantaciones Mediante Sistema Captación Aguas Lluvias (30397674-0),UNIVERSIDAD,Institución de Educación superior,Pontificia Universidad Católica de Chile,67,74796,si
1669,2015,Valparaíso,5,Pontificia Universidad Católica de Chile-Plantaciones Mediante Sistema Captación Aguas Lluvias (30397674-0)                                                                                                                                               ,UNIVERSIDAD,Institución de Educación superior,Pontificia Universidad Católica de Chile,67,74796,si
1688,2011,Atacama,3,Programa de eficiencia hídrica para los  agricultores del Sector San Fernando de la Provincia de Copiapó.,UNIVERSIDAD,Institución de Educación superior,Universidad de Chile,125,80000,si
1736,2012,Atacama,3,Programa de eficiencia hídrica para los  agricultores del Sector San Fernando de la Provincia de Copiapó.,UNIVERSIDAD,Institución de Educación superior,Universidad de Chile,125,54875,si
1754,2015,Valparaíso,5,PUCV CERES- TRANSFERENCIA E IMPLEMENTACION DISEÑOS HIDROLOGICOS -30370227                                                                                                                                                                                 ,UNIVERSIDAD,Institución de Educación superior,Pontificia Universidad Católica de Valparaíso,69,6996,si
1755,2010,Magallanes,13,Ruta de la Edad del Hielo en la Región 2009-2010,CENTRO I+D,Centro de Investigación Privado,Centro de Estudios del Cuaternario de Fuego-Patagonia y Antártica,70998,14752,si
1761,2012,Coquimbo,4,Transferencia análisis opciones solución energética para sistemas de APR en la Región. (30127541-0),CENTRO I+D,Organización Internacional,Centro del Agua para Zonas Áridas de América Latina y el Caribe (CAZALAC),70988,23495,si
1794,2011,Maule,7,Transferencia Diseño y Construcción Sistema Captación de Aguas Lluvias,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,44900,si
1802,2012,Maule,7,Transferencia Diseño y Construcción Sistema Captación de Aguas Lluvias,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,120000,si
1810,2011,Coquimbo,4,"Transferencia Equipamiento Planta Osmosis Inversa, Energía Fotovoltaica.",CENTRO I+D,Organización Internacional,Universidad Adolfo Ibáñez,88,87737,si
1811,2011,Bernardo O´higgins,6,Transferencia Establecimiento de Red de Estaciones Nivo-Glaciares de Cordillera de la Región.,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,249911,si
1816,2012,Bernardo O´higgins,6,Transferencia Establecimiento de Red de Estaciones Nivo-Glaciares de Cordillera de la Región.,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,164230,si
1817,2011,Maule,7,"Transferencia Estudio Suministro Energético Fotovoltaico para Riego, 2011-2012",UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,24862,si
1822,2012,Maule,7,"Transferencia Estudio Suministro Energético Fotovoltaico para Riego, 2011-2012",UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,99446,si
1842,2012,Bernardo O´higgins,6,Transferencia modelo de gestión de comunidades de aguas y su implementación.,CORPORACIÓN ,ONG / Fundación,Universidad Adolfo Ibáñez,88,17825,si
1846,2011,Coquimbo,4,Transferencia Red Meteorológica en la Región.,CENTRO I+D,Centro de Investigación Privado,Universidad Adolfo Ibáñez,88,228312,si
1849,2012,Coquimbo,4,Transferencia Red Meteorológica en la Región.,CENTRO I+D,Centro de Investigación Privado,Universidad Adolfo Ibáñez,88,256492,si
1853,2011,Maule,7,"Transferencia Técnicas de Riego a Pequeña Escala para Productores, 2011-2013",UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,28400,si
1855,2012,Maule,7,"Transferencia Técnicas de Riego a Pequeña Escala para Productores, 2011-2013",UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,89500,si
1856,2012,Valparaíso,5,Transferencia técnicas para  sustentabilidad hídrica Provincia  Petorca. (30127976-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,125331,si
1866,2012,Valparaíso,5,Transferencia tecnológica para gestión eficiente del recurso hídrico. (30127982-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,185500,si
1896,2012,Los Lagos,11,Tratamiento de lodos residuales de pisciculturas (30128388-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,40749,si
1906,2014,Bío Bío,8,U. Concepción-Utilización Satélite MODIS para Estimar Agua para Riego en Cuencas Andinas                                                                                                                                                                  ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,14426,si
1907,2015,Bío Bío,8,U. Concepción-Utilización Satélite MODIS para Estimar Agua para Riego en Cuencas Andinas                                                                                                                                                                  ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,43278,si
1918,2014,Atacama,3,U. DE ANTOFAGASTA-Transferencia evaluación bioquímica de aguas en cuencas altoandinas                                                                                                                                                                     ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,73955,si
1946,2016,Atacama,3,U. DE ATACAMA-Transferencia cultivo acuapónico peces y hortalizas Falda Verde (30432924-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,32675,si
1989,2014,Valparaíso,5,U. de Chile - Transferencia Tecnológica para Uso Eficiente del Agua (30350827-0)                                                                                                                                                                          ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,150000,si
1990,2015,Coquimbo,4,U. DE CHILE- Transferencia Riego de Precisión con Sensores de Suelo en Choapa   (30404130-0)                                                                                                                                                              ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37500,si
1991,2016,Atacama,3,U. DE CHILE-Transferencia desarrollo red agrometereológica Huasco y difusión (30432872-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,46171,si
1992,2015,Coquimbo,4,U. DE LA SERENA - Análisis Plataforma de Modelo Predictivo de Caudales de cabecera (30403032-0)                                                                                                                                                           ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,28260,si
1998,2014,Aysén,12,U. de Magallanes - Transferencia Atlas temático-divulgativo  Caleta  Tortel y alrededores (30347072-0)                                                                                                                                                    ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,12444,si
2003,2014,Valparaíso,5,U. Técnica F. Santa María - Transferencia Tecnológica Conducción del Agua en Canales de Riego (30351031-0)                                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,148922,si
2011,2016,Atacama,3,U.DE ATACAMA-Desarrollo de un sistema de cultivo mixto sustentable de peces y hortalizas utilizando agua de atrapa-niebla y energías limpias (30337674),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,29232,si
2019,2014,Atacama,3,U.DE ATACAMA-Desarrollo de un sistema de cultivo mixto sustentable de peces y hortalizas utilizando agua de atrapa-niebla y energías limpias (30337674)                                                                                                   ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37500,si
2020,2015,Atacama,3,U.DE ATACAMA-Desarrollo de un sistema de cultivo mixto sustentable de peces y hortalizas utilizando agua de atrapa-niebla y energías limpias (30337674)                                                                                                   ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,82000,si
2021,2016,Atacama,3,U.DE ATACAMA-inventario de glaciares y otras reservas hídricas de la III Región de Atacama y áreas binacionales (30337509),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,31498,si
2022,2014,Atacama,3,U.DE ATACAMA-inventario de glaciares y otras reservas hídricas de la III Región de Atacama y áreas binacionales (30337509)                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,32874,si
2030,2015,Atacama,3,U.DE ATACAMA-inventario de glaciares y otras reservas hídricas de la III Región de Atacama y áreas binacionales (30337509)                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,42278,si
2055,2015,Coquimbo,4,U.DE CHILE- Transferencia Tecnológica e Innovación en Riego Uva Pisquera Limarí (30404129-0)                                                                                                                                                              ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37707,si
2056,2015,Coquimbo,4,U.DE LA SERENA- Análisis Optimización Uso en Agua Potable en Núcleos Urbanos (30404126-0)                                                                                                                                                                 ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,16500,si
2057,2014,Arica y Parinacota,15,U.Tarapacá- Transferencia Implementación Planta Desalación Termica Aguas Salobres Taltape                                                                                                                                                                 ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,134467,si
2063,2016,Los Ríos,10,UACH-Transferencia Captación de Aguas Lluvias en Zonas Rurales. Código BIP 30421574-0,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,14986,si
2064,2015,Los Ríos,10,UACH-Transferencia Captación de Aguas Lluvias en Zonas Rurales. Código BIP 30421574-0                                                                                                                                                                     ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,44958,si
2109,2015,Los Ríos,10,UACH-Transferencia Red de Monitoreo Ambiental del Estuario Río Valdivia. Código Bip 30422482-0                                                                                                                                                            ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,44952,si
2218,2016,Los Lagos,11,ULA-Observatorio para la sustentabilidad del ecosistema acuícola (OSEA) de la X región (30423060-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,50284,si
2224,2016,Región Metropolitana,14,Universidad Adolfo Ibáñez-Recarga hídrica de suelos para la infiltración de aguas (30449382-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,74900,si
2225,2016,Maule,7,Universidad Andrés Bello-Recuperación Recurso Hídrico Vía Proceso Innovador,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,98800,si
2226,2014,Maule,7,Universidad Andrés Bello-Recuperación Recurso Hídrico Vía Proceso Innovador                                                                                                                                                                               ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,1000,si
2227,2015,Maule,7,Universidad Andrés Bello-Recuperación Recurso Hídrico Vía Proceso Innovador                                                                                                                                                                               ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,99800,si
2235,2014,Tarapacá,1,UNIVERSIDAD ARTURO PRAT - Caracterización de monitoreo de los recursos hídricos de la Región.                                                                                                                                                             ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,72212,si
2241,2016,Maule,7,Universidad Católica de la Santísima Concepción-Modelo de Mejoramiento de Calidad del Agua del Río Longaví,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,150361,si
2265,2015,Maule,7,Universidad Católica de la Santísima Concepción-Modelo de Mejoramiento de Calidad del Agua del Río Longaví                                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,1000,si
2266,2015,Tarapacá,1,Universidad Católica de Valparaíso-Sistema Integral para el tratamiento y uso de aguas de riego para la región de Tarapacá   (30434872-0)                                                                                                                 ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,97561,si
2267,2016,Tarapacá,1,Universidad Católica de Valparaíso-Sistema Integral para el tratamiento y uso de aguas de riego para la región de Tarapacá  (30434872-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,62439,si
2270,2016,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Análisis Evaluación de Recursos Hídricos Subterráneos Costeros (30404173-0).,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,39135,si
2274,2015,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Análisis Evaluación de Recursos Hídricos Subterráneos Costeros (30404173-0).                                                                                                                                             ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,39135,si
2275,2016,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Análisis Sist. Automatizado Conducción-Distrib. Agua Emb. Recoleta (30403174-0).,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,116486,si
2276,2015,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Análisis Sist. Automatizado Conducción-Distrib. Agua Emb. Recoleta (30403174-0).                                                                                                                                         ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,41603,si
2277,2016,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Análisis Tecnología para Depuración de Aguas Residuales (30403172-0).,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,78097,si
2280,2015,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Análisis Tecnología para Depuración de Aguas Residuales (30403172-0).                                                                                                                                                    ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,27892,si
2286,2016,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Transferencia en el Uso de Atrapanieblas para uso Productivo (30404140-0).,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,84870,si
2287,2015,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE - Transferencia en el Uso de Atrapanieblas para uso Productivo (30404140-0).                                                                                                                                               ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,42435,si
2289,2016,Antofagasta,2,UNIVERSIDAD CATOLICA DEL NORTE - Transferencia Planta Modular Para Tratamiento Aguas Servidas  (30413449-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37954,si
2297,2015,Antofagasta,2,UNIVERSIDAD CATOLICA DEL NORTE - Transferencia Planta Modular Para Tratamiento Aguas Servidas  (30413449-0)                                                                                                                                               ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37954,si
2302,2016,Antofagasta,2,UNIVERSIDAD CATOLICA DEL NORTE- Transferencia Desalación Termo Solar Usando Sistema De Evaporación (30414995-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,77544,si
2303,2015,Antofagasta,2,UNIVERSIDAD CATOLICA DEL NORTE- Transferencia Desalación Termo Solar Usando Sistema De Evaporación (30414995-0)                                                                                                                                           ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,38772,si
2304,2014,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE-Destilación solar de agua de mar para consumo humano.                                                                                                                                                                      ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,68508,si
2310,2015,Coquimbo,4,UNIVERSIDAD CATÓLICA DEL NORTE-Destilación solar de agua de mar para consumo humano.                                                                                                                                                                      ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37757,si
2317,2015,Tarapacá,1,"Universidad Católica del Norte-Estudio de la calidad de las Aguas Subterráneas de la Cuenca de Pica, Valle de Quisma y Pica, Región de Tarapacá   (30434926-0)                                                                                            ",UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,127551,si
2320,2014,Coquimbo,4,UNIVERSIDAD DE CHILE-Optimización agua y energía en producción de uva pisquera.                                                                                                                                                                           ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,90886,si
2325,2015,Coquimbo,4,UNIVERSIDAD DE CHILE-Optimización agua y energía en producción de uva pisquera.                                                                                                                                                                           ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37447,si
2327,2014,Coquimbo,4,UNIVERSIDAD DE CHILE-Proceso productivo en acuaponía.                                                                                                                                                                                                     ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,22064,si
2333,2015,Coquimbo,4,UNIVERSIDAD DE CHILE-Proceso productivo en acuaponía.                                                                                                                                                                                                     ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,34388,si
2334,2016,Coquimbo,4,UNIVERSIDAD DE CHILE-Transferencia innovación para uso eficiente del agua y la energía ....,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,7627,si
2341,2014,Tarapacá,1,UNIVERSIDAD DE CHILE-Transferencia mapa de valor económico de servicios ecosistemáticos de Tarapacá.                                                                                                                                                      ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,62790,si
2345,2016,Coquimbo,4,UNIVERSIDAD DE CHILE-Transferencia riego de precisión con sensores de suelos en Choapa (30404130-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,61500,si
2350,2016,Coquimbo,4,UNIVERSIDAD DE CHILE-Transferencia tecnológica e innovación en riego uva pisquera Limarí (30404129-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,82666,si
2353,2014,Bernardo O´higgins,6,UNIVERSIDAD DE CONCEPCIÓN-Transferencia establecimiento de red de estaciones nivoglaciares de cordillera de la región.                                                                                                                                    ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,218748,si
2362,2015,Bernardo O´higgins,6,Universidad de Concepción-Transferencia Gestión de Información de Recursos Hídricos (30431873-0)                                                                                                                                                          ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,71324,si
2363,2016,Bernardo O´higgins,6,UNIVERSIDAD DE CONCEPCIÓN-TRANSFERENCIA GESTIÓN DE INFORMACIÓN DE RECURSOS HÍDRICOS. (30431873-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,71324,si
2390,2016,Coquimbo,4,UNIVERSIDAD DE LA SERENA (ULS)-Análisis optimización en uso de agua potable en núcleos urbanos (30404126-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,50000,si
2391,2016,Coquimbo,4,UNIVERSIDAD DE LA SERENA (ULS)-Análisis plataforma de modelo predictivo de caudales de cabecera (30403032-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,102374,si
2392,2014,Coquimbo,4,UNIVERSIDAD DE LA SERENA-Optimización de la cobertura territorial distribución de aguas...                                                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,97041,si
2405,2015,Coquimbo,4,UNIVERSIDAD DE LA SERENA-Optimización de la cobertura territorial distribución de aguas...                                                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,26985,si
2407,2014,Coquimbo,4,UNIVERSIDAD DE LA SERENA-Sistema de monitoreo de caudales.                                                                                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,90750,si
2421,2015,Coquimbo,4,UNIVERSIDAD DE LA SERENA-Sistema de monitoreo de caudales.                                                                                                                                                                                                ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,44954,si
2425,2016,Los Ríos,10,Universidad de Los Lagos - Sede Puerto Montt - Innovación en turismo en la cuencia del Lago Ranco (30470400-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,10000,si
2459,2016,Bernardo O´higgins,6,Universidad de Talca - Sistemas para Descontaminación de Agua de Riego (30419174-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,66520,si
2481,2016,Maule,7,Universidad de Talca-Tecnología Satelital para Mejorar el Uso del Agua,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,37969,si
2499,2014,Maule,7,Universidad de Talca-Tecnología Satelital para Mejorar el Uso del Agua                                                                                                                                                                                    ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,1000,si
2504,2015,Maule,7,Universidad de Talca-Tecnología Satelital para Mejorar el Uso del Agua                                                                                                                                                                                    ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,48206,si
2506,2016,Maule,7,Universidad de Talca-Transferencia Diseño y Construcción Sistema Captación de Aguas Lluvias,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,30217,si
2528,2014,Maule,7,Universidad de Talca-Transferencia Diseño y Construcción Sistema Captación de Aguas Lluvias                                                                                                                                                               ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,121692,si
2559,2015,Maule,7,Universidad de Talca-Transferencia Diseño y Construcción Sistema Captación de Aguas Lluvias                                                                                                                                                               ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,29499,si
2581,2016,Bernardo O´higgins,6,Universidad de Valparaíso - Optimización proceso Siembre de Nubes (30419027-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,63193,si
2588,2016,Tarapacá,1,Universidad Santo Tomás-Desarrollo circuito turístico termal Prov. del Tamarugal (30477435-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,135490,si
2621,2015,Los Lagos,11,UNIVERSIDAD SANTO TOMAS-Plan Manejo Sustentable y Modelo de Fiscalización para Humedades Musgo Pompón                                                                                                                                                     ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,5003,si
2632,2014,Tarapacá,1,"UNIVERSIDAD SANTO TOMAS-Transferencia programa para la puesta en valor del turismo termal, en comunidades indígenas del territorio andino de la región de Tarapacá.                                                                                       ",UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,83076,si
2662,2016,Valparaíso,5,Universidad Técnica Federico Santa María-Transferencia Tecnológica de Detección Fuentes de Agua Subterránea (30397632-0),UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,74700,si
2676,2015,Valparaíso,5,Universidad Técnica Federico Santa María-Transferencia Tecnológica de Detección Fuentes de Agua Subterránea (30397632-0)                                                                                                                                  ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,74700,si
2687,2016,Los Ríos,10,UST-Sede Osorno-Transferencia turismo Integrado en al Cuenca del Río bueno. Código Bip 30421624-0,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,29996,si
2690,2015,Los Ríos,10,UST-Sede Osorno-Transferencia turismo Integrado en al Cuenca del Río bueno. Código Bip 30421624-0                                                                                                                                                         ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,29996,si
2693,2015,Valparaíso,5,UV- TRANSFERENCIA PRODUCCION ORGANICA CON BAJO CONSUMO DE AGUA - 30370234                                                                                                                                                                                 ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,7000,si
2696,2015,Valparaíso,5,UV- TRANSFERENCIA TECNOLOGICA TICS PARA USO EFICIENTE DE RECURSOS HIDRICOS - 30370223                                                                                                                                                                     ,UNIVERSIDAD,Institución de Educación superior,Universidad Adolfo Ibáñez,88,5900,si